Temperature	F_vib	CV_vib	S_vib
K	eV	eV/K	eV/K
5.0	0.13868144442438837	4.361580595659715e-08	1.4090029746576398e-08
10.0	0.13868117186844897	3.6104020468393983e-07	1.176735423529984e-07
15.0	0.13867994256816507	1.3743345968295498e-06	4.1963723757079724e-07
20.0	0.1386762666717073	4.481268084978244e-06	1.1598860045814815e-06
25.0	0.13866666736818864	1.2688735179762618e-05	2.91578956250049e-06
30.0	0.13864401406182367	2.888974541042152e-05	6.525712824454041e-06
35.0	0.1385970117424857	5.421330483814329e-05	1.276447266475487e-05
40.0	0.13851115154784724	8.79857988188775e-05	2.2122708409673004e-05
45.0	0.13837029374193627	0.00012844587975562174	3.476661462603533e-05
50.0	0.13815816225842784	0.00017345489574102708	5.059862605675711e-05
55.0	0.13785944291027907	0.00022096561131023824	6.934632372186573e-05
60.0	0.13746044901951132	0.0002692563183638908	9.064296565247719e-05
65.0	0.13694943369099816	0.00031700358923119216	0.00011408758607370872
70.0	0.1363166543562742	0.00036326450147059	0.00013928447532259768
75.0	0.13555428317442697	0.00040741834697976257	0.00016586617099123452
80.0	0.13465623355468437	0.00044909750874185916	0.0001935047836053855
85.0	0.1336179504429501	0.0004881225718426308	0.00022191576234048064
90.0	0.13243619411934485	0.0005244477801204485	0.00025085714571416464
95.0	0.1311088345295316	0.0005581181140556736	0.0002801263740448864
100.0	0.12963466475440016	0.0005892370019246356	0.0003095559931179143
105.0	0.12801323697751757	0.0006179428513292037	0.0003390090512923331
110.0	0.1262447212375958	0.0006443924862672062	0.00036837464197564293
115.0	0.12432978559285064	0.0006687497869673739	0.00039756382134287455
120.0	0.12226949554069723	0.0006911781416544053	0.00042650599651060405
125.0	0.12006523027310821	0.0007118356299530759	0.00045514580168943186
130.0	0.1177186133764822	0.0007308721261190212	0.00048344043800376224
135.0	0.11523145576338713	0.0007484277261560878	0.0005113574326416505
140.0	0.11260570886729325	0.0007646320690653616	0.0005388727657455967
145.0	0.10984342639180601	0.0007796042468094253	0.0005659693133230424
150.0	0.10694673315668067	0.0007934530887685375	0.0005926355579956701
155.0	0.10391779981126628	0.000806277672371604	0.0006188645245782309
160.0	0.10075882238700559	0.0008181679586673075	0.000644652903116359
165.0	0.09747200583362893	0.0008292054849096017	0.0006700003274902084
170.0	0.09405955083039376	0.0008394640695848815	0.0006949087826981741
175.0	0.09052364328685941	0.000849010501534085	0.0007193821183491169
180.0	0.08686644605028916	0.0008579051959842249	0.0007434256496926096
185.0	0.08309009242184251	0.0008662028078900699	0.0007670458307384949
190.0	0.0791966811540017	0.0008739527980650264	0.0007902499867182048
195.0	0.07518827265962783	0.0008811999509100725	0.0008130460953879231
200.0	0.07106688621073994	0.000887984844669543	0.0008354426085339789
205.0	0.06683449794434279	0.0008943442764318612	0.0008574483065748434
210.0	0.06249303952491242	0.0009003116448191497	0.0008790721804164683
215.0	0.058044397339672364	0.0009059172936581219	0.0009003233357543006
220.0	0.05349041212464175	0.000911188820025655	0.0009212109158664067
225.0	0.048832878937402825	0.0009161513500057742	0.0009417440396405496
230.0	0.044073547407347556	0.0009208277853418373	0.0009619317521509753
235.0	0.03921412220635924	0.0009252390239601845	0.0009817829855714457
240.0	0.03425626369297157	0.000929404157107833	0.0010013065285973896
245.0	0.029201588691342106	0.0009333406456046179	0.0010205110028680801
250.0	0.02405167137326219	0.0009370644774720269	0.0010394048451412106
255.0	0.018808044217107207	0.0009405903089732408	0.0010579962941878768
260.0	0.013472199022317631	0.0009439315908864044	0.001076293381553622
265.0	0.008045587961914659	0.0009471006816371539	0.0010943039254780256
270.0	0.0025296246587619225	0.0009501089487383508	0.0011120355273866128
275.0	-0.003074314726027253	0.0009529668598236171	0.0011294955704692282
280.0	-0.008764890401941443	0.000955684064416973	0.0011466912199422227
285.0	-0.014540797862734994	0.0009582694674514996	0.0011636294246606957
290.0	-0.02040076681093625	0.0009607312954350016	0.0011803169198043272
295.0	-0.026343560097989716	0.0009630771560584574	0.0011967602304078892
300.0	-0.03236797268375867	0.0009653140919525559	0.0012129656755470366
305.0	-0.03847283061825736	0.0009674486292174886	0.0012289393730228577
310.0	-0.044656990047789946	0.000969486821280293	0.0012446872444161654
315.0	-0.05091933624704649	0.000971434288571541	0.0012602150204052316
320.0	-0.0572587826782746	0.0009732962544578529	0.0012755282462596825
