# Tetrahedron method
       -0.6218187389        0.0000000000
       -0.5728963954        0.0000000000
       -0.5239740519        0.0000000000
       -0.4750517084        0.0000000000
       -0.4261293649        0.0000000000
       -0.3772070214        0.0000000000
       -0.3282846779        0.0000000000
       -0.2793623344        0.0000000000
       -0.2304399909        0.0000000000
       -0.1815176474        0.0000000000
       -0.1325953038        0.0000000000
       -0.0836729603        0.0000000000
       -0.0347506168        0.0000000000
        0.0141717267        0.0000000000
        0.0630940702        0.0000000000
        0.1120164137        0.0000000000
        0.1609387572        0.0000000000
        0.2098611007        0.0003607163
        0.2587834442        0.0008358735
        0.3077057877        0.0014745180
        0.3566281312        0.0019852617
        0.4055504747        0.0025220098
        0.4544728182        0.0031655903
        0.5033951617        0.0038363105
        0.5523175052        0.0046034320
        0.6012398487        0.0054075253
        0.6501621923        0.0063124142
        0.6990845358        0.0073281404
        0.7480068793        0.0084060007
        0.7969292228        0.0095559723
        0.8458515663        0.0107815637
        0.8947739098        0.0120380034
        0.9436962533        0.0134447971
        0.9926185968        0.0149355201
        1.0415409403        0.0165225280
        1.0904632838        0.0181669176
        1.1393856273        0.0198610420
        1.1883079708        0.0216728897
        1.2372303143        0.0235855054
        1.2861526578        0.0255949011
        1.3350750013        0.0277102792
        1.3839973448        0.0299014951
        1.4329196884        0.0322295678
        1.4818420319        0.0346585411
        1.5307643754        0.0371208100
        1.5796867189        0.0397185621
        1.6286090624        0.0424317428
        1.6775314059        0.0453347899
        1.7264537494        0.0483569299
        1.7753760929        0.0514746868
        1.8242984364        0.0546566076
        1.8732207799        0.0579814202
        1.9221431234        0.0615086101
        1.9710654669        0.0651785608
        2.0199878104        0.0689676675
        2.0689101539        0.0728773067
        2.1178324974        0.0769639785
        2.1667548409        0.0812975862
        2.2156771845        0.0858350358
        2.2645995280        0.0904956343
        2.3135218715        0.0952508853
        2.3624442150        0.1003000692
        2.4113665585        0.1056262853
        2.4602889020        0.1111323361
        2.5092112455        0.1168262121
        2.5581335890        0.1227361290
        2.6070559325        0.1291400853
        2.6559782760        0.1358367482
        2.7049006195        0.1427043618
        2.7538229630        0.1497430487
        2.8027453065        0.1571703515
        2.8516676500        0.1653213243
        2.9005899935        0.1738126011
        2.9495123370        0.1826300218
        2.9984346806        0.1917059525
        3.0473570241        0.2016524584
        3.0962793676        0.2121992881
        3.1452017111        0.2234111083
        3.1941240546        0.2350697411
        3.2430463981        0.2477230993
        3.2919687416        0.2615171498
        3.3408910851        0.2762322110
        3.3898134286        0.2919742008
        3.4387357721        0.3094259826
        3.4876581156        0.3287489221
        3.5365804591        0.3499636610
        3.5855028026        0.3733386590
        3.6344251461        0.4005190503
        3.6833474896        0.4325948932
        3.7322698331        0.4704573237
        3.7811921767        0.5168978913
        3.8301145202        0.5820038747
        3.8790368637        0.6918604120
        3.9279592072        1.1905149928
        3.9768815507        1.3684798240
        4.0258038942        1.5180781007
        4.0747262377        1.7710299367
        4.1236485812        2.4970240595
        4.1725709247        3.7541118996
        4.2214932682        4.5589296027
        4.2704156117        4.2096458582
        4.3193379552        3.7907062373
        4.3682602987        3.9786250844
        4.4171826422        3.8655802641
        4.4661049857        3.6442996323
        4.5150273292        3.3873271929
        4.5639496728        3.1966709082
        4.6128720163        3.0829579393
        4.6617943598        3.2320630050
        4.7107167033        3.0256893743
        4.7596390468        2.8840455696
        4.8085613903        2.7555465369
        4.8574837338        2.5818816821
        4.9064060773        2.1495789646
        4.9553284208        1.9318940976
        5.0042507643        1.8677299942
        5.0531731078        1.6341585374
        5.1020954513        1.3824354587
        5.1510177948        1.1269443444
        5.1999401383        1.0429280854
        5.2488624818        1.1254854263
        5.2977848253        1.3005322698
        5.3467071689        1.5423741756
        5.3956295124        1.8651839173
        5.4445518559        2.2167487017
        5.4934741994        2.7493891970
        5.5423965429        3.3090691732
        5.5913188864        3.5770866967
        5.6402412299        3.8991226092
        5.6891635734        4.3569282166
        5.7380859169        4.8072283363
        5.7870082604        3.7461020979
        5.8359306039        3.1540068430
        5.8848529474        2.8777224546
        5.9337752909        2.6126024676
        5.9826976344        2.4289769913
        6.0316199779        1.5487210866
        6.0805423214        1.5170116980
        6.1294646650        1.5997960208
        6.1783870085        1.5901113397
        6.2273093520        1.6405108249
        6.2762316955        1.6858733363
        6.3251540390        1.7637755657
        6.3740763825        1.8547722756
        6.4229987260        2.1574976461
        6.4719210695        2.3917041315
        6.5208434130        2.7849223666
        6.5697657565        3.4365127629
        6.6186881000        3.6795862544
        6.6676104435        2.9262727475
        6.7165327870        2.2971941836
        6.7654551305        2.1235661017
        6.8143774740        1.9909874473
        6.8632998175        1.6398196967
        6.9122221611        1.3254142534
        6.9611445046        1.5639369204
        7.0100668481        1.9718031430
        7.0589891916        2.4059999350
        7.1079115351        2.6642196694
        7.1568338786        3.9491521857
        7.2057562221        5.0027034751
        7.2546785656        3.9335674325
        7.3036009091        4.1919409102
        7.3525232526        4.3576454841
        7.4014455961        4.4100939156
        7.4503679396        4.5733184538
        7.4992902831        4.8267214299
        7.5482126266        6.2640339619
        7.5971349701        7.0284238173
        7.6460573136        4.5337677217
        7.6949796572        3.1962668874
        7.7439020007        2.5344010370
        7.7928243442        2.1303100659
        7.8417466877        1.8332140203
        7.8906690312        1.5937265589
        7.9395913747        1.3875910948
        7.9885137182        1.2002643913
        8.0374360617        1.0199960148
        8.0863584052        0.8282116517
        8.1352807487        0.5364940811
        8.1842030922        0.4516745542
        8.2331254357        0.3642943416
        8.2820477792        0.2652737823
        8.3309701227        0.1265320150
        8.3798924662        0.0000000000
        8.4288148097        0.0000000000
        8.4777371533        0.0000000000
        8.5266594968        0.0000000000
        8.5755818403        0.0000000000
        8.6245041838        0.0000000000
        8.6734265273        0.0000000000
        8.7223488708        0.0000000000
        8.7712712143        0.0000000000
        8.8201935578        0.0000000000
        8.8691159013        0.0000000000
        8.9180382448        0.0000000000
        8.9669605883        0.0000000000
        9.0158829318        0.0000000000
        9.0648052753        0.0000000000
        9.1137276188        0.0000000000
        9.1626499623        0.0000000000
