# Tetrahedron method
       -0.6879765190        0.0000000000
       -0.6344960693        0.0000000000
       -0.5810156197        0.0000000000
       -0.5275351700        0.0000000000
       -0.4740547204        0.0000000000
       -0.4205742707        0.0000000000
       -0.3670938211        0.0000000000
       -0.3136133714        0.0000000000
       -0.2601329217        0.0000000000
       -0.2066524721        0.0000000000
       -0.1531720224        0.0000000000
       -0.0996915728        0.0000000000
       -0.0462111231        0.0000000000
        0.0072693265        0.0000000000
        0.0607497762        0.0000000000
        0.1142302258        0.0000000000
        0.1677106755        0.0000000000
        0.2211911252        0.0003425080
        0.2746715748        0.0005202627
        0.3281520245        0.0013990014
        0.3816324741        0.0018959818
        0.4351129238        0.0024171731
        0.4885933734        0.0030496794
        0.5420738231        0.0037107454
        0.5955542727        0.0044614925
        0.6490347224        0.0052507579
        0.7025151721        0.0061507731
        0.7559956217        0.0071607864
        0.8094760714        0.0082133150
        0.8629565210        0.0093511800
        0.9164369707        0.0105480751
        0.9699174203        0.0118009157
        1.0233978700        0.0132059782
        1.0768783196        0.0146820965
        1.1303587693        0.0162490582
        1.1838392190        0.0178631271
        1.2373196686        0.0195588920
        1.2908001183        0.0213546559
        1.3442805679        0.0232635778
        1.3977610176        0.0252550005
        1.4512414672        0.0273568679
        1.5047219169        0.0295656374
        1.5582023665        0.0318903957
        1.6116828162        0.0342595354
        1.6651632659        0.0367153581
        1.7186437155        0.0393073737
        1.7721241652        0.0420807157
        1.8256046148        0.0449860586
        1.8790850645        0.0479955630
        1.9325655141        0.0510556279
        1.9860459638        0.0542387932
        2.0395264134        0.0576468083
        2.0930068631        0.0611847497
        2.1464873128        0.0648419228
        2.1999677624        0.0686242218
        2.2534482121        0.0725980947
        2.3069286617        0.0768041755
        2.3604091114        0.0811866515
        2.4138895610        0.0857078755
        2.4673700107        0.0903160804
        2.5208504603        0.0952905341
        2.5743309100        0.1004824654
        2.6278113597        0.1058476302
        2.6812918093        0.1113870745
        2.7347722590        0.1172424856
        2.7882527086        0.1235733335
        2.8417331583        0.1301321801
        2.8952136079        0.1368498204
        2.9486940576        0.1437707031
        3.0021745072        0.1513081529
        3.0556549569        0.1594180213
        3.1091354066        0.1678713955
        3.1626158562        0.1766007018
        3.2160963059        0.1859167503
        3.2695767555        0.1960124252
        3.3230572052        0.2067220918
        3.3765376548        0.2180803497
        3.4300181045        0.2302082550
        3.4834985541        0.2436286139
        3.5369790038        0.2581441585
        3.5904594535        0.2736698415
        3.6439399031        0.2907938467
        3.6974203528        0.3103319262
        3.7509008024        0.3322220184
        3.8043812521        0.3565982488
        3.8578617017        0.3858189574
        3.9113421514        0.4219216171
        3.9648226010        0.4672163887
        4.0183030507        0.5325794910
        4.0717835004        0.8644658658
        4.1252639500        1.1329099549
        4.1787443997        1.2588492899
        4.2322248493        1.3848438623
        4.2857052990        1.5909204073
        4.3391857486        2.4824377010
        4.3926661983        3.4558520119
        4.4461466479        4.3283793488
        4.4996270976        3.5457378031
        4.5531075473        3.2785806593
        4.6065879969        3.4370575421
        4.6600684466        3.4416610350
        4.7135488962        3.2440161837
        4.7670293459        3.0335910584
        4.8205097955        2.8559677145
        4.8739902452        2.6973350588
        4.9274706948        2.9616533343
        4.9809511445        2.7419186066
        5.0344315942        2.6297901936
        5.0879120438        2.5608555946
        5.1413924935        2.4119162190
        5.1948729431        2.1390401455
        5.2483533928        1.8833651613
        5.3018338424        1.7332253807
        5.3553142921        1.6219879424
        5.4087947417        1.4016003383
        5.4622751914        1.1190384312
        5.5157556411        0.9760395244
        5.5692360907        0.9879125140
        5.6227165404        1.0425887687
        5.6761969900        1.2111959078
        5.7296774397        1.4349357253
        5.7831578893        1.7295342186
        5.8366383390        2.0524405812
        5.8901187886        2.5258704318
        5.9435992383        2.9974213013
        5.9970796880        3.2458633029
        6.0505601376        3.5441136469
        6.1040405873        3.9411494334
        6.1575210369        4.4662500012
        6.2110014866        3.4716513470
        6.2644819362        2.9769935705
        6.3179623859        2.7675919528
        6.3714428355        2.4215399332
        6.4249232852        1.7131604788
        6.4784037349        1.2695913030
        6.5318841845        1.2319063371
        6.5853646342        1.3696802663
        6.6388450838        1.3598227474
