Temperature	F_vib	CV_vib	S_vib
K	eV	eV/K	eV/K
5.0	0.14758838201548394	3.75607109501558e-08	1.2095654575012462e-08
10.0	0.14758814781443277	3.0929404421628287e-07	1.0104445042261935e-07
15.0	0.14758709655784016	1.1529663715276461e-06	3.572624329067374e-07
20.0	0.14758400613099354	3.624862227002812e-06	9.648894022648053e-07
25.0	0.1475761287856068	1.0151928768873331e-05	2.373036249267501e-06
30.0	0.14755778829030664	2.3323279380658226e-05	5.2730432361222725e-06
35.0	0.14751975774521295	4.4434271542324266e-05	1.035000273754154e-05
40.0	0.1474498421508718	7.327841288327007e-05	1.808562736976097e-05
45.0	0.14733408770743125	0.00010863443657541313	2.8701816693395307e-05
50.0	0.1471580234998014	0.00014882154849640494	4.219283713254254e-05
55.0	0.1469076455389019	0.00019210309321788754	5.8388837718103223e-05
60.0	0.14657007488548884	0.00023691985035258223	7.701939922260169e-05
65.0	0.14613392612320114	0.00028199341911668485	9.776484588678121e-05
70.0	0.14558945613835464	0.0003263468174318136	0.00012029287289482164
75.0	0.14492856329149562	0.0003692800146082273	0.00014428221366485453
80.0	0.1441446944679538	0.0004103259046257924	0.00016943633979740042
85.0	0.14323270231618326	0.00044920190067546936	0.00019549013938235544
90.0	0.14218868148997027	0.00048576503370936633	0.00022221198674853292
95.0	0.14100980220793988	0.0005199738657713076	0.0002494029953735962
100.0	0.13969415189889328	0.0005518579546502639	0.0002768946988644361
105.0	0.13824059059151692	0.0005814943271083954	0.00030454598000236553
110.0	0.1366486224193026	0.0006089899020337211	0.00033223976105045233
115.0	0.13491828360651864	0.0006344686991953708	0.0003598797581047581
120.0	0.13305004615854513	0.0006580627594296899	0.00038738746380583396
125.0	0.13104473589488286	0.0006799058675890856	0.00041469943504821494
130.0	0.12890346322463353	0.000700129348171428	0.0004417649090832856
135.0	0.12662756503133318	0.0007188593665840478	0.00046854374077313346
140.0	0.1242185561155035	0.0007362153060514944	0.0004950046375185133
145.0	0.12167808878185084	0.0007523088999209391	0.0005211236610455087
150.0	0.11900791931888227	0.0007672438842610377	0.0005468829631877956
155.0	0.11620988028157352	0.0007811160002706089	0.000572269723739078
160.0	0.11328585764156485	0.0007940132242806314	0.0005972752609342327
165.0	0.11023777200883451	0.0008060161387444727	0.0006218942882735027
170.0	0.10706756325192728	0.0008171983836260646	0.0006461242947203048
175.0	0.10377717795059514	0.0008276271464376542	0.0006699650284959005
180.0	0.10036855920614676	0.0008373636627173087	0.0006934180676198035
185.0	0.09684363841241829	0.0008464637083867684	0.0007164864629441301
190.0	0.09320432865574231	0.0008549780722492699	0.0007391744416925842
195.0	0.08945251946726046	0.0008629530016567735	0.000761487161455975
200.0	0.08559007269692046	0.0008704306176705017	0.0007834305062453013
205.0	0.0816188193169273	0.0008774492982772182	0.0008050109175943115
210.0	0.07754055699443703	0.0008840440297107757	0.0008262352548704563
215.0	0.07335704829999853	0.0008902467268846564	0.0008471106799288923
220.0	0.06907001944045425	0.0008960865245254448	0.0008676445620577482
225.0	0.06468115942354662	0.0009015900409235438	0.0008878443998403662
230.0	0.0601921195768739	0.0009067816163676803	0.0009077177571234338
235.0	0.055604513356718045	0.0009116835283619688	0.0009272722107483501
240.0	0.05091991639293922	0.0009163161856794608	0.0009465153080922455
245.0	0.04613986672510382	0.0009206983032134325	0.0009654545327886416
250.0	0.04126586519244209	0.0009248470594667739	0.0009840972772667423
255.0	0.036299375946474144	0.0009287782383851239	0.0010024508209722277
260.0	0.031241827060344157	0.0009325063570995124	0.0010205223133187378
265.0	0.02609461121325385	0.0009360447810061625	0.0010383187605746266
270.0	0.020859086432039858	0.0009394058274776659	0.0010558470160190623
275.0	0.015536576874973599	0.0009426008593745635	0.0010731137728096866
280.0	0.010128373645440156	0.0009456403694093986	0.001090125559094468
285.0	0.0046357356252733715	0.0009485340563081494	0.0011068887349759363
290.0	-0.0009401096806635336	0.000951290893616063	0.0011234094909992303
295.0	-0.0065979652955608405	0.000953919191906031	0.0011396938478885027
300.0	-0.012336663923062737	0.0009564266550677086	0.0011557476573006587
305.0	-0.018155067105567718	0.0009588204312833942	0.0011715766034027086
310.0	-0.02405206439212891	0.0009611071592323283	0.001187186205110554
315.0	-0.030026572518916994	0.0009632930100070264	0.001202581818853064
320.0	-0.03607753460457217	0.0009653837251739655	0.001217768641747996
325.0	-0.042203919362267264	0.0009673846513646716	0.0012327517150944212
330.0	-0.048404720329853164	0.0009693007717424198	0.001247535928102573
335.0	-0.054678955119109224	0.0009711367346530034	0.0012621260217949497
340.0	-0.06102566468481199	0.0009728968797357954	0.001276526593023834
345.0	-0.06744391261407987	0.0009745852617419611	0.0012907420985597544
350.0	-0.07393278443626271	0.0009762056722812492	0.0013047768592134306
355.0	-0.08049138695346562	0.0009777616596955896	0.001318635063960372
360.0	-0.08711884759163024	0.00097925654723733	0.0013323207740429813
365.0	-0.09381431377205052	0.000980693449711717	0.0013458379270296903
370.0	-0.10057695230302093	0.0009820752887269813	0.0013591903408148624
375.0	-0.10740594879132499	0.000983404806680886	0.0013723817175462659
380.0	-0.11430050707314478	0.000984684579599597	0.0013854156474700549
385.0	-0.12125984866398315	0.0009859170289332937	0.0013982956126853045
390.0	-0.1282832122271079	0.000987104432402506	0.001411024990802314
395.0	-0.13536985306005567	0.0009882489339800556	0.0014236070585005082
400.0	-0.1425190425986494	0.0009893525530850537	0.001436044994983084
405.0	-0.14973006793803684	0.0009904171930581584	0.001448341885326726
410.0	-0.15700223137021527	0.000991444648980622	0.00146050072372579
415.0	-0.16433484993750982	0.0009924366148936772	0.0014725244166309056
420.0	-0.17172725500147792	0.0009933946904694755	0.0014844157857828002
425.0	-0.17917879182673577	0.0009943203871800865	0.001496177571142476
430.0	-0.1866888191791664	0.0009952151340066409	0.0015078124337195656
435.0	-0.1942567089380262	0.000996080282726891	0.0015193229583005724
440.0	-0.20188184572144927	0.0009969171128159347	0.0015307116560795552
445.0	-0.20956362652485747	0.0009977268359917593	0.0015419809671934292
450.0	-0.21730146037182627	0.0009985106004343363	0.0015531332631645639
455.0	-0.22509476797692113	0.0009992694947044882	0.001564170849253413
460.0	-0.23294298142009667	0.0010000045513865016	0.0015750959667238584
465.0	-0.2408455438321933	0.0010007167504761335	0.0015859107950240829
470.0	-0.24880190909114458	0.001001407022534117	0.0015966174538857758
475.0	-0.25681154152847585	0.001002076251623188	0.0016072180053445025
480.0	-0.2648739156457175	0.0010027252780454114	0.0016177144556839486
485.0	-0.27298851584034817	0.0010033549008949165	0.0016281087573068655
490.0	-0.2811548361409248	0.0010039658804400988	0.0016384028105353265
495.0	-0.28937237995103676	0.0010045589403480037	0.0016485984653429864
500.0	-0.29764065980175597	0.0010051347697626457	0.0016586975230218851
505.0	-0.30595919711226116	0.0010056940252480022	0.0016687017377863735
510.0	-0.3143275219583423	0.0010062373326056712	0.0016786128183164898
515.0	-0.322745172848454	0.001006765288576097	0.0016884324292432058
520.0	-0.3312116965070787	0.0010072784624319488	0.0016981621925778716
525.0	-0.3397266476650767	0.0010077773974711496	0.0017078036890879947
530.0	-0.34828958885681155	0.0010082626124168052	0.0017173584596215175
535.0	-0.35690009022374714	0.0010087346027304574	0.0017268280063816904
540.0	-0.3655577293243285	0.0010091938418447428	0.0017362137941544194
545.0	-0.37426209094984686	0.0010096407823210543	0.001745517251490128
550.0	-0.38301276694614333	0.0010100758569372237	0.0017547397718418636
555.0	-0.39180935604087486	0.0010104994797101334	0.0017638827146614436
560.0	-0.4006514636761556	0.0010109120468575472	0.0017729474064554108
565.0	-0.40953870184640306	0.001011313937703206	0.0017819351418022376
570.0	-0.4184706889411508	0.0010117055155290594	0.0017908471843325205
575.0	-0.42744704959269547	0.0010120871283780285	0.001799684767673663
580.0	-0.4364674145283659	0.0010124591098105205	0.001808449096360234
585.0	-0.4455314204272599	0.0010128217796178001	0.001817141346711755
590.0	-0.4546387097813167	0.0010131754444948698	0.0018257626676788778
595.0	-0.4637889307605021	0.0010135203986755218	0.0018343141816594937
