Temperature	F_vib	CV_vib	S_vib
K	eV	eV/K	eV/K
5.0	0.1701654636370446	2.611689979608713e-08	8.326123741591471e-09
10.0	0.1701653017104447	2.1277687700971163e-07	6.979836260299307e-08
15.0	0.17016458074987165	7.631003699430284e-07	2.430654136608453e-07
20.0	0.17016253001276802	2.196322825686117e-06	6.257607476365034e-07
25.0	0.17015759352238202	5.8897475660560275e-06	1.4532008355339457e-06
30.0	0.17014656297626485	1.372972615517638e-05	3.1441118317465307e-06
35.0	0.1701238906814982	2.7115150637427042e-05	6.189382117753914e-06
40.0	0.17008170183313503	4.651156035719663e-05	1.1009996628046443e-05
45.0	0.17001036066298897	7.157999743059758e-05	1.7883440147900503e-05
50.0	0.16989923044669572	0.00010148096599083903	2.6934752702930966e-05
55.0	0.16973738419870213	0.0001351451076710671	3.816026610757409e-05
60.0	0.1695141653095388	0.00017146270618071646	5.146119522175095e-05
65.0	0.16921958058791614	0.00020939968177338875	6.667594517641596e-05
70.0	0.16884454467992913	0.0002480585436278804	8.36069038631628e-05
75.0	0.1683810066050838	0.0002867016493290576	0.00010204080877120934
80.0	0.1678219895933804	0.0003247506901563735	0.00012176320783059222
85.0	0.16716157126341524	0.00036177273896505246	0.00014256805042102232
90.0	0.16639482567228872	0.0003974600157193578	0.00016426352878565979
95.0	0.16551774339069514	0.0004316079550500909	0.00018667518104996313
100.0	0.16452714113626596	0.00046409424841506875	0.0002096470875162263
105.0	0.16342056881412056	0.0004948602166226423	0.00023304180393260435
110.0	0.16219621902606932	0.0005238950270939245	0.0002567395076559454
115.0	0.16085284208705117	0.0005512227753438554	0.00028063669525024335
120.0	0.15938966817285172	0.0005768921894948767	0.00030464466373790526
125.0	0.15780633726983834	0.000600968603870057	0.0003286879287581836
130.0	0.15610283698116517	0.0006235278218835377	0.0003527026761586487
135.0	0.15427944786638903	0.0006446515092842784	0.0003766353039633916
140.0	0.1523366957783361	0.0006644238012427551	0.00040044108481457195
145.0	0.1502753105579296	0.0006829288561201835	0.00042408296132370624
150.0	0.1480961904157162	0.0007002491370642883	0.0004475304755753608
155.0	0.14580037134098672	0.0007164642459985266	0.0004707588272832658
160.0	0.14338900091726095	0.0007316501716821181	0.0004937480513516752
165.0	0.1408633159742418	0.0007458788441984521	0.0005164823038144512
170.0	0.13822462356320972	0.0007592179130103013	0.0005389492445966354
175.0	0.13547428480024717	0.0007717306853983422	0.0005611395057809729
180.0	0.13261370117671292	0.0007834761775236116	0.0005830462347393659
185.0	0.12964430298738663	0.000794509242321655	0.0006046647023917817
190.0	0.1265675395729297	0.000804880747643495	0.0006259919678466032
195.0	0.1233848711145425	0.0008146377850922411	0.0006470265916715334
200.0	0.12009776175504765	0.0008238238953433675	0.0006677683909936396
205.0	0.11670767385241544	0.0008324792997650857	0.0006882182305040987
210.0	0.11321606319934926	0.0008406411311763223	0.0007083778442353277
215.0	0.10962437506641443	0.0008483436588315493	0.000728249683683069
220.0	0.10593404094674345	0.0008556185043871544	0.0007478367884657433
225.0	0.10214647589801333	0.0008624948468268988	0.0007671426762541527
230.0	0.09826307639251289	0.0008689996152114559	0.0007861712491729495
235.0	0.09428521859909388	0.0008751576687540716	0.0008049267142798273
240.0	0.09021425703185514	0.0008809919641730914	0.0008234135160754747
245.0	0.08605152350990534	0.0008865237105814176	0.0008416362792955221
250.0	0.08179832638061664	0.0008917725123790893	0.0008595997604903598
255.0	0.07745594996571431	0.0008967565007454952	0.0008773088071166152
260.0	0.07302565419543128	0.0009014924544029806	0.0008947683230498923
265.0	0.06850867440102155	0.0009059959103595108	0.0009119832395871028
270.0	0.06390622124022079	0.0009102812653457863	0.0009289584911418487
275.0	0.05921948073393435	0.0009143618686507251	0.0009456989949518204
280.0	0.054449614395598436	0.0009182501070347835	0.0009622096342155151
285.0	0.04959775943733122	0.0009219574823676441	0.0009784952441595123
290.0	0.04466502903933235	0.0009254946825993118	0.000994560600609292
295.0	0.039652512670932616	0.0009288716466332896	0.0010104104106976562
300.0	0.034561276453434965	0.0009320976236297945	0.0010260493053971295
305.0	0.029392363556288086	0.0009351812272265244	0.0010414818336074616
310.0	0.024146794619431148	0.0009381304851253553	0.001056712457567478
315.0	0.0188255681956856	0.0009409528844562236	0.0010717455493932924
320.0	0.013429661207997703	0.0009436554132942256	0.001086585388572974
325.0	0.007960029417124087	0.000946244598673241	0.001101236160271651
330.0	0.002417607896038441	0.000948726541408889	0.001115701954321794
335.0	-0.00319668849211219	0.000951106948015696	0.0011299867647910232
340.0	-0.008881964615123477	0.0009533911599772489	0.001144094490034928
345.0	-0.01463734459417203	0.0009555841806048769	0.001158028933155572
350.0	-0.02046197132940456	0.0009576906996984363	0.0011717938027975081
355.0	-0.026355006030236064	0.0009597151162033906	0.001185392714222713
360.0	-0.03231562775160948	0.0009616615590403045	0.0011988291906143867
365.0	-0.03834303293725637	0.0009635339062667103	0.0012121066645664413
370.0	-0.04443643497079116	0.0009653358027165612	0.0012252284797219285
375.0	-0.05059506373530324	0.0009670706762490724	0.0012381978925288428
380.0	-0.056818165181965585	0.0009687417527266295	0.0012510180740863185
385.0	-0.06310500090805055	0.0009703520698306071	0.0012636921120583
390.0	-0.0694548477446395	0.0009719044898137576	0.0012762230126350397
395.0	-0.0758669973542286	0.0009734017112791502	0.0012886137025258546
400.0	-0.08234075583834381	0.0009748462800671955	0.0013008670309690566
405.0	-0.0888754433552238	0.000976240599325191	0.0013129857717470844
410.0	-0.09547039374757034	0.0009775869388269484	0.0013249726251969888
415.0	-0.10212495418032129	0.000978887443604179	0.001336830220207736
420.0	-0.10883848478836418	0.0009801441419457027	0.0013485611161974875
425.0	-0.11561035833406956	0.0009813589528157316	0.0013601678050650641
430.0	-0.12243995987451685	0.000982533692737882	0.0013716527131108743
435.0	-0.1293266864382268	0.0009836700821875674	0.001383018202923531
440.0	-0.13626994671124368	0.000984769751531625	0.001394266575229088
445.0	-0.1432691607323656	0.000985834246550865	0.0014054000707005097
450.0	-0.1503237595973139	0.0009868650335779544	0.0014164208717256344
455.0	-0.15743318517163946	0.0009878635042804846	0.001427331104132175
460.0	-0.1645968898121427	0.0009888309801164372	0.0014381328388689716
465.0	-0.17181433609659263	0.000989768716487018	0.00144882809364287
470.0	-0.17908499656151122	0.0009906779066097438	0.0014594188345109348
475.0	-0.186408353447817	0.0009915596851328085	0.001469906977428047
480.0	-0.1937838984540857	0.000992415131509922	0.0014802943897500409
485.0	-0.20121113249722525	0.0009932452731534261	0.0014905828916927791
490.0	-0.2086895654803303	0.0009940510883818554	0.0015007742577476512
495.0	-0.21621871606751009	0.0009948335091769392	0.0015108702180541558
500.0	-0.22379811146547354	0.0009955934237638432	0.0015208724597304188
505.0	-0.23142728721165712	0.0009963316790272277	0.0015307826281621654
510.0	-0.2391057869687052	0.0009970490827748933	0.0015406023282514497
515.0	-0.24683316232509592	0.0009977464058596973	0.00155033312562573
