Temperature	F_vib	CV_vib	S_vib
K	eV	eV/K	eV/K
5.0	0.18239589020331595	2.189903719513605e-08	6.934808472956601e-09
10.0	0.18239575486806567	1.7756199532803756e-07	5.832914438580567e-08
15.0	0.18239515382798668	6.287278753124463e-07	2.0210665900226166e-07
20.0	0.18239346345035898	1.74343841692625e-06	5.113279286384877e-07
25.0	0.18238949122543235	4.539860908192833e-06	1.1558312185985304e-06
30.0	0.18238081723430738	1.0572890461549026e-05	2.456065663695039e-06
35.0	0.182363160505744	2.116695740430081e-05	4.817138270437716e-06
40.0	0.18233024522590718	3.694288348659247e-05	8.614983152158046e-06
45.0	0.18227415151027995	5.783353814601216e-05	1.4124184739137825e-05
50.0	0.18218588853247022	8.329959227052916e-05	2.1498615833249524e-05
55.0	0.18205597730121825	0.00011254710963242128	3.0783012419508645e-05
60.0	0.18187494034493057	0.00014468898150820408	4.193621715849286e-05
65.0	0.18163366903220593	0.00017885049367516494	5.4855776385474617e-05
70.0	0.181323674283761	0.00021423199590435524	6.939958933244025e-05
75.0	0.18093723949359816	0.00025014104556837	8.54033004506159e-05
80.0	0.18046749727195183	0.0002860037931918894	0.0001026934377429556
85.0	0.17990845009196263	0.00032136305379277256	0.00012109682066618314
90.0	0.17925495180487322	0.0003558685884675298	0.00014044692170957248
95.0	0.17850266353415586	0.00038926352204721464	0.00016058786144170252
100.0	0.17764799423440786	0.0004213695249555421	0.00018137663973852688
105.0	0.17668803344053838	0.0004520723876948413	0.0002026841027804301
110.0	0.17562048149930065	0.00048130889203355423	0.0002243950406271928
115.0	0.1744435808429252	0.0005090553906458095	0.00024640771577529204
120.0	0.173156050567318	0.0005353181946344201	0.00026863304389302534
125.0	0.17175702563595865	0.0005601256862104849	0.0002909935846526813
130.0	0.17024600136844298	0.0005835219800745796	0.0003134224518713999
135.0	0.1686227834221371	0.0006055619198571631	0.00033586221579157014
140.0	0.16688744318107418	0.0006263071925714516	0.0003582638438600961
