0.223141 -3.126084
0.223141 -2.813475
0.223141 -2.500867
0.223141 -2.188259
0.223141 -1.875650
0.223141 -1.563042
0.223141 -1.250433
0.223141 -0.937825
0.223141 -0.625217
0.223141 -0.312608
0.223141 -0.000000
0.223141 0.312608
0.223141 0.625217
0.223141 0.937825
0.223141 1.250433
0.223141 1.563042
0.223141 1.875650
0.223141 2.188259
0.223141 2.500867
0.223141 2.813475
0.223141 3.126084
0.223141 3.438692
0.223141 3.751300
0.223141 4.063909
0.223141 4.376517
0.223141 4.689125
0.223141 5.001734
0.223141 5.314342
0.223141 5.626951
0.223141 5.939559


0.538710 -3.126084
0.538710 -2.813475
0.538710 -2.500867
0.538710 -2.188259
0.538710 -1.875650
0.538710 -1.563042
0.538710 -1.250433
0.538710 -0.937825
0.538710 -0.625217
0.538710 -0.312608
0.538710 -0.000000
0.538710 0.312608
0.538710 0.625217
0.538710 0.937825
0.538710 1.250433
0.538710 1.563042
0.538710 1.875650
0.538710 2.188259
0.538710 2.500867
0.538710 2.813475
0.538710 3.126084
0.538710 3.438692
0.538710 3.751300
0.538710 4.063909
0.538710 4.376517
0.538710 4.689125
0.538710 5.001734
0.538710 5.314342
0.538710 5.626951
0.538710 5.939559


0.731956 -3.126084
0.731956 -2.813475
0.731956 -2.500867
0.731956 -2.188259
0.731956 -1.875650
0.731956 -1.563042
0.731956 -1.250433
0.731956 -0.937825
0.731956 -0.625217
0.731956 -0.312608
0.731956 -0.000000
0.731956 0.312608
0.731956 0.625217
0.731956 0.937825
0.731956 1.250433
0.731956 1.563042
0.731956 1.875650
0.731956 2.188259
0.731956 2.500867
0.731956 2.813475
0.731956 3.126084
0.731956 3.438692
0.731956 3.751300
0.731956 4.063909
0.731956 4.376517
0.731956 4.689125
0.731956 5.001734
0.731956 5.314342
0.731956 5.626951
0.731956 5.939559


0.925202 -3.126084
0.925202 -2.813475
0.925202 -2.500867
0.925202 -2.188259
0.925202 -1.875650
0.925202 -1.563042
0.925202 -1.250433
0.925202 -0.937825
0.925202 -0.625217
0.925202 -0.312608
0.925202 -0.000000
0.925202 0.312608
0.925202 0.625217
0.925202 0.937825
0.925202 1.250433
0.925202 1.563042
0.925202 1.875650
0.925202 2.188259
0.925202 2.500867
0.925202 2.813475
0.925202 3.126084
0.925202 3.438692
0.925202 3.751300
0.925202 4.063909
0.925202 4.376517
0.925202 4.689125
0.925202 5.001734
0.925202 5.314342
0.925202 5.626951
0.925202 5.939559


