0.386500 -7.810775
0.386500 -7.029698
0.386500 -6.248620
0.386500 -5.467543
0.386500 -4.686465
0.386500 -3.905388
0.386500 -3.124310
0.386500 -2.343233
0.386500 -1.562155
0.386500 -0.781078
0.386500 -0.000000
0.386500 0.781078
0.386500 1.562155
0.386500 2.343233
0.386500 3.124310
0.386500 3.905388
0.386500 4.686465
0.386500 5.467543
0.386500 6.248620
0.386500 7.029698
0.386500 7.810775
0.386500 8.591853
0.386500 9.372930
0.386500 10.154008
0.386500 10.935085
0.386500 11.716163
0.386500 12.497240
0.386500 13.278318
0.386500 14.059395


0.609646 -7.810775
0.609646 -7.029698
0.609646 -6.248620
0.609646 -5.467543
0.609646 -4.686465
0.609646 -3.905388
0.609646 -3.124310
0.609646 -2.343233
0.609646 -1.562155
0.609646 -0.781078
0.609646 -0.000000
0.609646 0.781078
0.609646 1.562155
0.609646 2.343233
0.609646 3.124310
0.609646 3.905388
0.609646 4.686465
0.609646 5.467543
0.609646 6.248620
0.609646 7.029698
0.609646 7.810775
0.609646 8.591853
0.609646 9.372930
0.609646 10.154008
0.609646 10.935085
0.609646 11.716163
0.609646 12.497240
0.609646 13.278318
0.609646 14.059395


0.832792 -7.810775
0.832792 -7.029698
0.832792 -6.248620
0.832792 -5.467543
0.832792 -4.686465
0.832792 -3.905388
0.832792 -3.124310
0.832792 -2.343233
0.832792 -1.562155
0.832792 -0.781078
0.832792 -0.000000
0.832792 0.781078
0.832792 1.562155
0.832792 2.343233
0.832792 3.124310
0.832792 3.905388
0.832792 4.686465
0.832792 5.467543
0.832792 6.248620
0.832792 7.029698
0.832792 7.810775
0.832792 8.591853
0.832792 9.372930
0.832792 10.154008
0.832792 10.935085
0.832792 11.716163
0.832792 12.497240
0.832792 13.278318
0.832792 14.059395


1.055938 -7.810775
1.055938 -7.029698
1.055938 -6.248620
1.055938 -5.467543
1.055938 -4.686465
1.055938 -3.905388
1.055938 -3.124310
1.055938 -2.343233
1.055938 -1.562155
1.055938 -0.781078
1.055938 -0.000000
1.055938 0.781078
1.055938 1.562155
1.055938 2.343233
1.055938 3.124310
1.055938 3.905388
1.055938 4.686465
1.055938 5.467543
1.055938 6.248620
1.055938 7.029698
1.055938 7.810775
1.055938 8.591853
1.055938 9.372930
1.055938 10.154008
1.055938 10.935085
1.055938 11.716163
1.055938 12.497240
1.055938 13.278318
1.055938 14.059395


